p,n,total_time,comp_time,comm_time,overhead,cost
10,10,0.6915,0.0977,0.6185,-0.0246,750
10,10,3.5786,0.4390,2.8794,0.2603,1175
10,10,2.2865,0.2880,2.0043,-0.0059,1105
10,10,2.6865,0.3382,2.1946,0.1537,1150
10,10,1.2639,0.1671,1.1081,-0.0113,1117
10,10,0.7138,0.0984,0.6475,-0.0321,939
10,10,0.7512,0.0934,0.6719,-0.0140,889
10,10,2.2448,0.2732,1.8937,0.0779,964
10,10,1.4066,0.1787,1.2056,0.0222,1048
10,10,1.4239,0.1847,1.2627,-0.0235,919
10,10,4.1040,0.4972,3.3645,0.2422,1198
10,10,0.4720,0.0625,0.4146,-0.0051,767
10,10,6.8392,0.8189,5.3065,0.7137,1297
10,10,0.2572,0.0296,0.2228,0.0048,455
10,10,2.1738,0.2628,1.8627,0.0484,1115
10,10,0.3833,0.0866,0.3493,-0.0526,796
10,10,1.3798,0.1823,1.1728,0.0247,894
10,10,0.7528,0.0987,0.6805,-0.0264,727
10,10,7.6584,0.9102,6.0405,0.7077,1447
10,10,2.9813,0.3651,2.4260,0.1902,1036
10,10,2.6442,0.3260,2.1891,0.1291,931
10,10,3.6804,0.4467,2.9489,0.2848,1409
10,10,1.0167,0.1302,0.9268,-0.0404,689
10,10,2.8714,0.3538,2.3339,0.1838,1089
10,10,5.0440,0.6092,4.0738,0.3609,1262
10,10,1.6032,0.2018,1.3935,0.0078,861
10,10,3.0175,0.3690,2.3800,0.2685,1207
10,10,2.4621,0.3122,2.0532,0.0967,940
10,10,0.9985,0.1286,0.8714,-0.0015,830
10,10,1.0594,0.1419,0.9290,-0.0114,973
12,10,2.0447,0.2339,1.7343,0.0765,758
12,10,1.8787,0.2127,1.6228,0.0432,958
12,10,2.3089,0.2571,1.9595,0.0923,1017
12,10,0.6423,0.0771,0.5739,-0.0086,850
12,10,5.0428,0.5315,3.9250,0.5863,924
12,10,3.1485,0.3329,2.5736,0.2420,806
12,10,1.6285,0.1912,1.3877,0.0495,942
12,10,1.6237,0.1935,1.4082,0.0219,928
12,10,2.5456,0.2680,2.0285,0.2490,796
12,10,5.3162,0.5751,4.2007,0.5404,1381
12,10,2.3341,0.2673,1.9442,0.1226,1040
12,10,2.3998,0.2690,2.0116,0.1192,1118
12,10,0.5235,0.0657,0.4741,-0.0163,852
12,10,0.4222,0.0478,0.3732,0.0012,439
12,10,5.2190,0.5699,4.1716,0.4775,1172
12,10,5.6548,0.6192,4.4991,0.5365,1423
12,10,1.5843,0.2018,1.3788,0.0037,965
12,10,1.1620,0.1384,1.0620,-0.0384,826
12,10,4.0406,0.4443,3.1925,0.4038,1292
12,10,7.3672,0.8203,5.8205,0.7264,1397
12,10,2.0810,0.2543,1.7648,0.0618,1114
12,10,3.9043,0.4366,3.0318,0.4359,1054
12,10,4.4668,0.4811,3.5261,0.4596,1279
12,10,1.1068,0.1275,0.9767,0.0026,700
12,10,1.8036,0.2020,1.5728,0.0288,732
12,10,2.3515,0.2721,1.9151,0.1644,1149
12,10,1.9480,0.2359,1.6352,0.0769,1142
12,10,2.5381,0.2704,2.0699,0.1977,1178
12,10,3.0998,0.3287,2.4812,0.2900,1269
12,10,2.8425,0.3137,2.3014,0.2274,1128
14,10,2.8987,0.2882,2.3551,0.2554,801
14,10,3.8284,0.3976,2.9728,0.4580,1404
14,10,0.3878,0.0610,0.3460,-0.0191,797
14,10,3.2510,0.3480,2.6052,0.2979,1172
14,10,2.5363,0.2505,2.0813,0.2045,1151
14,10,0.9636,0.1139,0.8650,-0.0152,1099
14,10,0.5093,0.0536,0.4569,-0.0013,455
14,10,2.5632,0.2685,2.1073,0.1874,1057
14,10,1.1091,0.1275,0.9955,-0.0138,889
14,10,6.6767,0.6717,5.2756,0.7294,1147
14,10,6.3252,0.6291,5.0031,0.6931,1047
14,10,5.6830,0.5615,4.4917,0.6299,1478
14,10,3.7253,0.3801,2.9473,0.3979,991
14,10,3.2569,0.3317,2.5590,0.3663,978
14,10,1.1103,0.1222,0.9807,0.0074,869
14,10,1.4076,0.1558,1.2366,0.0152,827
14,10,5.0017,0.5034,3.8105,0.6878,1148
14,10,2.4978,0.2553,2.0620,0.1805,952
14,10,0.8585,0.0910,0.7662,0.0014,621
14,10,1.5137,0.1689,1.3240,0.0208,894
14,10,1.4618,0.1598,1.2840,0.0180,1036
14,10,0.8619,0.0961,0.7673,-0.0014,1003
14,10,1.0813,0.1244,0.9642,-0.0074,820
14,10,1.6073,0.1810,1.4255,0.0008,1126
14,10,5.3530,0.5537,4.0546,0.7447,1226
14,10,1.7860,0.1927,1.5598,0.0335,882
14,10,1.5440,0.2452,1.3364,-0.0376,1153
14,10,2.7465,0.2827,2.1521,0.3117,1204
14,10,0.8385,0.0933,0.7441,0.0011,852
14,10,0.9034,0.1016,0.8238,-0.0220,589
16,10,2.1775,0.2206,1.8336,0.1233,993
16,10,3.3979,0.3409,2.5958,0.4612,962
16,10,1.0323,0.1104,0.9203,0.0016,864
16,10,2.5571,0.2598,2.1161,0.1812,902
16,10,7.1694,0.6678,5.6453,0.8563,1475
16,10,9.4626,0.8876,7.2840,1.2910,1353
16,10,2.1239,0.2228,1.8212,0.0798,825
16,10,2.1847,0.2279,1.8694,0.0874,1066
16,10,3.5833,0.3466,2.7816,0.4551,1152
16,10,5.8449,0.5256,4.4174,0.9020,1340
16,10,3.8263,0.3677,2.9414,0.5172,1199
16,10,3.4232,0.3564,2.6648,0.4020,970
16,10,5.5587,0.5296,4.1058,0.9233,1239
16,10,4.7587,0.4682,3.7127,0.5778,1352
16,10,2.2688,0.2283,1.8966,0.1439,907
16,10,1.4554,0.1538,1.2787,0.0229,980
16,10,6.6133,0.6142,5.0655,0.9336,1228
16,10,2.8815,0.2882,2.2790,0.3143,942
16,10,2.0105,0.2060,1.7476,0.0569,1119
16,10,2.3330,0.2250,1.9934,0.1146,940
16,10,4.6661,0.4601,3.6267,0.5793,1140
16,10,3.9478,0.3804,3.0869,0.4805,1081
16,10,3.0381,0.2890,2.3785,0.3706,1121
16,10,3.9580,0.3798,2.9917,0.5865,988
16,10,2.6930,0.2637,2.1960,0.2334,949
16,10,0.9955,0.1783,0.8810,-0.0638,964
16,10,1.1659,0.1281,1.0324,0.0054,781
16,10,7.6808,0.6771,5.9685,1.0352,1162
16,10,4.8406,0.4643,3.5929,0.7835,1299
16,10,3.6750,0.3586,2.8200,0.4964,886
18,10,2.7056,0.2629,2.1516,0.2911,1332
18,10,8.4345,0.7037,6.3619,1.3688,1197
18,10,1.5904,0.1551,1.4220,0.0133,873
18,10,1.6016,0.1612,1.4048,0.0356,920
18,10,9.8684,0.8254,7.4920,1.5510,1198
18,10,1.0105,0.0972,0.9094,0.0039,707
18,10,0.6261,0.0572,0.5538,0.0151,631
18,10,3.2435,0.2796,2.4494,0.5144,1260
18,10,1.9663,0.1900,1.6656,0.1107,939
18,10,0.4613,0.0423,0.4178,0.0013,750
18,10,5.1186,0.4417,4.0217,0.6553,1026
18,10,1.2502,0.1420,1.1124,-0.0042,855
18,10,2.0802,0.1954,1.7910,0.0938,830
18,10,0.5232,0.0457,0.4629,0.0146,605
18,10,2.0292,0.2007,1.6968,0.1317,972
18,10,7.9393,0.6673,6.0426,1.2295,1171
18,10,5.1147,0.4347,3.8642,0.8158,1091
18,10,5.4647,0.4836,4.0834,0.8977,1406
18,10,1.6397,0.1632,1.3878,0.0886,946
18,10,3.3434,0.2919,2.5725,0.4789,990
18,10,3.7737,0.3413,2.9009,0.5315,1219
18,10,5.1602,0.4449,3.8655,0.8498,1292
18,10,0.8402,0.0839,0.7338,0.0225,762
18,10,9.2943,0.8048,7.0294,1.4601,1306
18,10,2.2289,0.2092,1.8761,0.1437,884
18,10,2.4237,0.2191,2.0322,0.1723,910
18,10,4.9556,0.4309,3.7306,0.7942,1064
18,10,6.7835,0.5950,5.1309,1.0575,1180
18,10,2.7456,0.2446,2.2579,0.2430,972
18,10,1.7991,0.1784,1.5660,0.0547,802
20,10,2.0619,0.1776,1.7399,0.1444,792
20,10,2.1689,0.1917,1.8437,0.1335,925
20,10,3.2778,0.2765,2.5393,0.4620,1081
20,10,4.5595,0.3573,3.5533,0.6489,829
20,10,0.9569,0.0880,0.8413,0.0276,878
20,10,2.3305,0.2012,1.8926,0.2366,710
20,10,6.0657,0.4946,4.6367,0.9344,1248
20,10,1.2703,0.1135,1.1139,0.0428,759
20,10,6.3556,0.5119,4.9158,0.9279,975
20,10,2.4412,0.2116,2.0215,0.2081,915
20,10,3.4539,0.2856,2.6256,0.5427,1033
20,10,3.2105,0.2619,2.4921,0.4565,946
20,10,5.7849,0.4709,4.3936,0.9204,1323
20,10,2.6302,0.2241,2.1421,0.2640,956
20,10,3.5491,0.2873,2.7456,0.5163,708
20,10,1.5541,0.1420,1.3220,0.0901,573
20,10,4.7839,0.3870,3.7088,0.6882,1077
20,10,4.3850,0.3580,3.3684,0.6587,933
20,10,6.5193,0.5340,5.0307,0.9546,1050
20,10,3.3214,0.2616,2.5587,0.5011,1058
20,10,1.1515,0.1035,1.0151,0.0329,707
20,10,7.9673,0.6316,6.1673,1.1684,1037
20,10,2.6804,0.2265,2.1770,0.2769,906
20,10,2.5460,0.2173,2.0799,0.2488,851
20,10,6.0722,0.4788,4.6556,0.9378,1249
20,10,3.0268,0.2511,2.3309,0.4449,1050
20,10,3.3880,0.2645,2.6471,0.4764,1000
20,10,5.0901,0.4256,3.8800,0.7846,1464
20,10,3.1875,0.2580,2.4479,0.4816,945
20,10,4.6958,0.3697,3.6090,0.7170,818
22,10,8.4070,0.6068,6.6667,1.1335,1289
22,10,0.5996,0.0426,0.5337,0.0233,677
22,10,0.7195,0.0807,0.6335,0.0052,692
22,10,2.3961,0.1990,2.0005,0.1966,760
22,10,3.2698,0.2598,2.5183,0.4917,987
22,10,5.8102,0.4343,4.5173,0.8586,1226
22,10,13.8022,1.0492,10.8406,1.9124,1523
22,10,2.8325,0.2334,2.2564,0.3427,1026
22,10,4.9049,0.3693,3.8405,0.6951,1115
22,10,6.3197,0.4742,4.9646,0.8810,1048
22,10,6.2697,0.4610,5.0134,0.7953,1035
22,10,6.1218,0.4673,4.7609,0.8937,1112
22,10,2.2659,0.1867,1.8710,0.2082,790
22,10,4.8188,0.3614,3.7734,0.6840,1037
22,10,2.7823,0.2250,2.2281,0.3292,1014
22,10,1.0849,0.0938,0.9725,0.0186,742
22,10,5.0842,0.3668,4.0017,0.7158,1027
22,10,9.8622,0.7415,7.7344,1.3864,1170
22,10,6.1812,0.4995,4.7660,0.9157,1237
22,10,0.6140,0.0497,0.5439,0.0204,765
22,10,13.3631,1.0005,10.5349,1.8277,1188
22,10,1.3362,0.1212,1.1962,0.0188,790
22,10,1.7702,0.1490,1.5365,0.0848,943
22,10,2.0324,0.1771,1.7562,0.0991,1009
22,10,4.0390,0.3054,3.0922,0.6414,934
22,10,3.6171,0.2662,2.8406,0.5104,690
22,10,5.1706,0.3974,4.0346,0.7385,1075
22,10,4.5349,0.3517,3.4802,0.7029,1000
22,10,1.5316,0.1308,1.3291,0.0716,857
22,10,4.9350,0.3875,3.8130,0.7345,1139
24,10,7.6033,0.5451,5.8553,1.2030,1246
24,10,2.0199,0.1558,1.6699,0.1942,645
24,10,10.0533,0.7262,7.7719,1.5552,1254
24,10,15.2635,1.0994,11.9234,2.2407,1404
24,10,7.1458,0.5203,5.5777,1.0478,1069
24,10,5.3519,0.3939,4.2022,0.7559,955
24,10,7.3754,0.5248,5.7259,1.1247,1029
24,10,3.7644,0.2638,2.9887,0.5118,1045
24,10,5.0203,0.3607,3.8600,0.7996,1332
24,10,3.0943,0.2319,2.3736,0.4889,947
24,10,4.4776,0.3196,3.4256,0.7325,1107
24,10,2.8260,0.2179,2.2023,0.4058,1041
24,10,6.3989,0.4677,4.8477,1.0834,1721
24,10,6.0159,0.4274,4.7039,0.8846,1017
24,10,6.9011,0.4874,5.3845,1.0293,964
24,10,12.2111,0.8688,9.4600,1.8823,1650
24,10,3.1525,0.2343,2.4537,0.4644,951
24,10,18.2100,1.3346,14.1342,2.7411,1430
24,10,3.9408,0.2727,3.0652,0.6028,672
24,10,3.7874,0.2554,2.9049,0.6271,964
24,10,6.8264,0.4803,5.3119,1.0342,1057
24,10,3.8557,0.2652,3.0060,0.5844,1054
24,10,5.0248,0.3787,3.8993,0.7468,1168
24,10,5.3897,0.3772,4.2155,0.7970,765
24,10,9.1918,0.6737,7.2108,1.3073,931
24,10,2.2322,0.1765,1.8537,0.2020,718
24,10,4.5349,0.3354,3.5491,0.6504,1006
24,10,2.1813,0.1700,1.8140,0.1973,1080
24,10,2.5886,0.1960,2.1058,0.2869,718
24,10,5.2210,0.3773,4.0112,0.8325,1232
26,10,2.4885,0.1913,2.0081,0.2891,831
26,10,1.2722,0.0927,1.1151,0.0644,562
26,10,1.8246,0.1439,1.5209,0.1599,853
26,10,3.7777,0.2571,3.0606,0.4600,819
26,10,6.6616,0.4498,5.4804,0.7314,1338
26,10,1.1901,0.0896,1.0305,0.0700,848
26,10,5.1979,0.3452,4.2509,0.6017,1027
26,10,5.3531,0.3709,4.3597,0.6226,1015
26,10,5.0964,0.3690,4.0826,0.6448,1322
26,10,3.6022,0.2521,2.9382,0.4119,1002
26,10,10.4719,0.7136,8.5758,1.1825,1184
26,10,6.6207,0.4529,5.4191,0.7487,1261
26,10,7.3038,0.5115,5.9646,0.8277,1323
26,10,1.2978,0.1001,1.1172,0.0804,788
26,10,11.1125,0.7556,9.1413,1.2156,1211
26,10,4.3269,0.2894,3.4877,0.5498,1142
26,10,1.8584,0.1323,1.5664,0.1597,686
26,10,3.7078,0.2572,3.0141,0.4366,1179
26,10,1.6073,0.1278,1.3856,0.0939,890
26,10,8.2858,0.5842,6.7824,0.9192,1214
26,10,9.5210,0.6429,7.7623,1.1158,1310
26,10,4.1822,0.2662,3.4311,0.4849,1053
26,10,4.3857,0.2925,3.5994,0.4939,987
26,10,1.0299,0.0748,0.8816,0.0736,747
26,10,14.9024,0.9892,12.3072,1.6060,1369
26,10,3.4581,0.2502,2.7893,0.4186,1188
26,10,12.4086,0.8747,10.0954,1.4384,1487
26,10,2.4220,0.1850,1.9859,0.2511,788
26,10,5.5330,0.3876,4.5305,0.6149,973
26,10,2.7329,0.2091,2.1682,0.3555,902
28,10,6.5470,0.4218,5.4357,0.6896,1305
28,10,12.2866,0.7718,10.2721,1.2427,1255
28,10,7.4929,0.4796,6.2110,0.8023,1435
28,10,6.8721,0.4282,5.7337,0.7102,948
28,10,6.1867,0.3744,5.1626,0.6497,588
28,10,10.9258,0.6751,9.1068,1.1440,1476
28,10,3.9596,0.2465,3.3004,0.4127,919
28,10,8.6214,0.5531,7.1301,0.9382,1285
28,10,8.1762,0.5183,6.8100,0.8480,1135
28,10,2.1907,0.1508,1.8269,0.2129,763
28,10,5.4173,0.3424,4.4884,0.5866,984
28,10,4.9520,0.3176,4.0870,0.5474,1102
28,10,8.1159,0.4835,6.8174,0.8150,1266
28,10,2.9359,0.1985,2.3603,0.3770,792
28,10,1.3779,0.0991,1.1832,0.0956,691
28,10,1.4141,0.1013,1.2141,0.0986,699
28,10,10.9211,0.6998,9.1303,1.0911,1525
28,10,3.5545,0.2276,2.9283,0.3986,1053
28,10,8.7335,0.5603,7.2709,0.9023,1089
28,10,5.8108,0.3688,4.8087,0.6333,1157
28,10,12.2650,0.7307,10.3445,1.1899,1310
28,10,5.6017,0.3568,4.6438,0.6011,993
28,10,6.0006,0.4276,4.9321,0.6408,976
28,10,5.1448,0.3155,4.3125,0.5168,1045
28,10,3.8604,0.2429,3.2034,0.4142,838
28,10,5.2350,0.3240,4.3439,0.5671,1271
28,10,5.6575,0.3519,4.7234,0.5821,995
28,10,5.8389,0.3822,4.8692,0.5875,1073
28,10,21.2986,1.2646,18.0151,2.0189,1189
28,10,4.0491,0.2487,3.3718,0.4286,814
30,10,4.6012,0.2721,3.8108,0.5183,1118
30,10,2.4368,0.1560,1.9827,0.2981,751
30,10,3.1148,0.1930,2.5571,0.3646,992
30,10,6.2995,0.3741,5.2037,0.7218,966
30,10,6.2315,0.3533,5.1816,0.6966,1170
30,10,4.9838,0.2809,4.1724,0.5306,830
30,10,3.3327,0.1937,2.7458,0.3932,801
30,10,11.3679,0.6227,9.5192,1.2260,1300
30,10,3.0106,0.1854,2.4535,0.3717,947
30,10,11.3404,0.6208,9.5300,1.1896,1004
30,10,9.0618,0.5209,7.5196,1.0213,1208
30,10,6.7545,0.4188,5.5390,0.7967,1247
30,10,4.3500,0.2570,3.5939,0.4991,1141
30,10,16.8419,0.9558,14.1150,1.7711,1403
30,10,12.2394,0.7078,10.2078,1.3238,1224
30,10,5.7659,0.3228,4.8197,0.6233,1013
30,10,18.0427,1.0757,15.0001,1.9669,1403
30,10,7.9038,0.4658,6.5887,0.8493,863
30,10,7.1895,0.4396,5.9754,0.7745,1323
30,10,3.7069,0.2108,3.1189,0.3771,1017
30,10,4.5083,0.2439,3.7970,0.4674,667
30,10,6.3154,0.3855,5.2462,0.6837,1020
30,10,3.0680,0.1866,2.4794,0.4020,868
30,10,8.0486,0.4652,6.7043,0.8790,1137
30,10,2.9913,0.1879,2.4618,0.3416,937
30,10,4.3217,0.2460,3.6091,0.4666,1016
30,10,12.2811,0.6942,10.2468,1.3401,793
30,10,10.2907,0.6072,8.5454,1.1380,1178
30,10,6.4666,0.3858,5.3623,0.7185,1125
30,10,15.1264,0.9166,12.5716,1.6382,1365
32,10,2.3952,0.1448,1.9750,0.2754,729
32,10,5.4713,0.2831,4.6586,0.5297,1010
32,10,2.9116,0.1671,2.4315,0.3130,625
32,10,2.1155,0.1228,1.7648,0.2280,761
32,10,9.2509,0.4934,7.7977,0.9598,1083
32,10,3.3236,0.1924,2.7977,0.3335,1104
32,10,5.3770,0.2875,4.5207,0.5688,1325
32,10,5.9827,0.3113,5.0935,0.5778,765
32,10,4.7479,0.2630,3.9663,0.5186,1132
32,10,4.1583,0.2160,3.5384,0.4039,756
32,10,13.8890,0.7733,11.5869,1.5287,1434
32,10,7.7411,0.4204,6.4836,0.8371,1202
32,10,27.8088,1.5577,23.4270,2.8241,1221
32,10,7.8503,0.4199,6.6506,0.7798,1051
32,10,2.0409,0.1222,1.6894,0.2293,786
32,10,1.3783,0.0822,1.1782,0.1179,779
32,10,2.6861,0.1579,2.2280,0.3002,749
32,10,7.2792,0.4275,6.0524,0.7994,1442
32,10,8.1855,0.4426,6.8953,0.8476,1108
32,10,5.2720,0.2893,4.4389,0.5437,900
32,10,6.8089,0.3779,5.7422,0.6889,1243
32,10,2.8255,0.1665,2.3372,0.3218,1103
32,10,4.2062,0.2180,3.5476,0.4405,781
32,10,10.0769,0.5374,8.4743,1.0651,1066
32,10,10.1374,0.5678,8.4844,1.0852,1301
32,10,16.3946,0.8709,13.8429,1.6808,1296
32,10,4.6764,0.2514,3.8948,0.5302,1119
32,10,4.2350,0.2275,3.5497,0.4579,927
32,10,9.1714,0.4958,7.7010,0.9745,848
32,10,8.5452,0.4675,7.1932,0.8844,1070
2,12,2.6698,2.6224,0.0038,0.0437,777
2,12,5.0047,3.9396,1.0879,-0.0228,887
2,12,2.1327,2.1000,0.0045,0.0282,911
2,12,22.5074,22.1996,0.0047,0.3031,1571
2,12,17.9940,13.5508,5.2102,-0.7669,1220
2,12,0.8564,0.8379,0.0041,0.0144,736
2,12,0.4818,0.3553,0.2520,-0.1255,453
2,12,0.5106,0.4982,0.0036,0.0088,623
2,12,9.8545,7.6461,3.7268,-1.5184,1250
